id,year_birth,education,marital_status,income,sex,nationality,zipcode
3081,1978,PhD,Married,41014,f,Greece,90127
3535,1965,Graduation,Single,66294,m,Portugal,96078
247,1971,Graduation,Married,36715,m,Spain,91045
8707,1956,Graduation,Married,79456,m,Austria,91026
9523,1982,Graduation,Together,40479,m,Portugal,97043
6072,1970,Master,Single,75345,f,GreatBritain,97649
6295,1977,Graduation,Married,54233,f,Spain,92048
10914,1970,Graduation,Single,24163,f,Spain,92320
1509,1958,PhD,Together,84460,m,Germany,92635
5577,1983,Graduation,Together,43776,m,Spain,91901
7348,1958,PhD,Single,71691,f,Portugal,99958
1127,1973,PhD,Married,85844,m,Spain,97982
1833,1974,PhD,Single,39190,m,Ireland,90466
4944,1959,Graduation,Together,71367,f,Portugal,96815
9080,1972,PhD,Single,38578,m,Poland,91320
6466,1965,PhD,Married,57236,m,Ireland,94124
9964,1979,Graduation,Single,61825,f,Greece,91558
4790,1958,Graduation,Divorced,79803,m,Ireland,96295
10245,1986,2n Cycle,Single,80910,m,France,92896
1109,1982,Master,Together,27590,f,Finland,96863
6001,1979,Graduation,Married,56775,f,Finland,93384
5538,1975,Graduation,Divorced,83829,f,Germany,94828
10552,1979,2n Cycle,Married,54210,m,Germany,98474
1545,1986,Graduation,Married,38508,m,Austria,99281
7409,1970,Graduation,Together,53187,m,Denmark,97059
4444,1972,Graduation,Married,30023,f,Germany,91934
146,1960,PhD,Single,76045,m,Hungary,91598
6271,1952,PhD,Married,50870,f,Finland,98755
10065,1970,2n Cycle,Married,15315,m,Austria,94320
4741,1974,2n Cycle,Married,65463,m,Denmark,98296
246,1965,Graduation,Married,66480,m,Portugal,96701
375,1954,Graduation,Divorced,76773,m,Germany,92635
1524,1983,2n Cycle,Single,81698,f,Poland,90628
10022,1973,PhD,Single,54466,f,Portugal,94831
7451,1960,Master,Single,98777,m,Ireland,92808
11010,1984,PhD,Single,16269,f,Germany,98256
4356,1971,Graduation,Together,71819,f,Spain,92362
3885,1983,PhD,Married,33569,m,Poland,95178
1175,1983,Master,Married,36262,m,Poland,90568
880,1966,Basic,Together,22634,f,Italy,99166
2320,1978,2n Cycle,Married,47025,f,Greece,94011
850,1968,Graduation,Single,70566,m,Austria,99155
4713,1979,PhD,Married,31605,f,Finland,90452
675,1973,Master,Divorced,52034,m,GreatBritain,92075
5025,1979,Graduation,Single,48526,m,Germany,92483
2308,1954,Graduation,Married,46734,m,Portugal,93830
5995,1962,Graduation,Divorced,39552,f,Portugal,91211
6749,1966,Graduation,Single,86358,f,Italy,97207
1010,1977,Graduation,Together,46931,f,Italy,98467
8977,1985,Basic,Single,16581,m,GreatBritain,97371
4756,1952,2n Cycle,Divorced,63998,m,France,92533
3412,1951,Master,Married,67381,f,Hungary,92132
606,1967,Graduation,Single,25930,f,Hungary,93341
5961,1978,Graduation,Married,42693,f,Finland,99617
2975,1976,Graduation,Together,85606,f,GreatBritain,91792
2894,1985,Graduation,Single,72903,f,GreatBritain,97310
7613,1974,2n Cycle,Together,49669,f,GreatBritain,96668
10542,1968,PhD,Married,36778,f,Greece,98151
8015,1962,PhD,Divorced,85696,m,Hungary,91426
10617,1989,Master,Divorced,10979,f,Germany,96017
11166,1961,Graduation,Married,49678,m,Austria,96552
849,1953,Master,Together,56129,m,Finland,96501
523,1989,Graduation,Married,37155,m,Finland,96942
4066,1978,2n Cycle,Divorced,21282,m,Hungary,95360
8414,1962,PhD,Single,33419,f,Germany,90991
819,1945,Graduation,Widow,63285,f,Portugal,98735
4961,1974,Master,Together,21255,m,Denmark,99358
749,1981,Graduation,Together,42162,m,Poland,93818
5430,1956,Graduation,Together,54450,m,Denmark,90737
7755,1954,PhD,Married,57744,f,Italy,91270
10525,1986,Graduation,Single,26576,m,GreatBritain,91191
1453,1943,PhD,Widow,57513,m,Finland,99764
8310,1964,Graduation,Together,68142,f,Hungary,93472
10710,1979,Graduation,Married,7500,m,France,98079
5031,1974,Graduation,Together,83145,m,Germany,92007
2613,1960,Master,Married,54197,m,Germany,92724
213,1963,PhD,Single,23091,m,France,90267
967,1976,Graduation,Married,46049,f,Portugal,96309
1077,1974,Graduation,Together,56715,f,Austria,95112
7959,1961,Graduation,Married,79410,f,Austria,97409
640,1951,Graduation,Married,57304,f,GreatBritain,97589
4252,1965,Graduation,Married,44375,f,Poland,97185
8432,1956,Graduation,Together,54450,m,Greece,96137
6218,1965,Graduation,Married,59594,m,Spain,90383
6905,1994,Graduation,Together,80685,m,Germany,94661
5922,1974,PhD,Married,40344,f,Ireland,95099
3598,1972,Graduation,Married,62710,m,Denmark,94295
6116,1968,2n Cycle,Married,48985,m,Hungary,95413
6263,1968,Graduation,Together,35322,f,Portugal,96129
10486,1948,Graduation,Married,77142,m,Austria,99022
2410,1969,Graduation,Single,81657,f,Poland,99975
193,1996,Basic,Married,14421,f,Finland,90622
3363,1974,2n Cycle,Married,20130,f,Portugal,96665
8278,1990,PhD,Married,74214,f,Greece,92005
10660,1957,Master,Married,66726,f,Germany,92689
8686,1979,Basic,Together,23724,m,Denmark,93166
1604,1960,Master,Married,47353,f,Greece,98159
5907,1952,Master,Married,33444,m,Finland,92220
10669,1981,Graduation,Married,54386,m,GreatBritain,98057
2918,1981,Graduation,Divorced,28510,f,Denmark,98502
5735,1991,Master,Single,90638,f,Denmark,98226
359,1950,Graduation,Together,48070,m,Denmark,97739
8387,1957,Graduation,Married,43140,m,GreatBritain,97797
1829,1961,PhD,Divorced,54959,m,Denmark,96320
3839,1958,Basic,Single,15056,m,Hungary,99596
9392,1971,Graduation,Single,26954,m,Hungary,90397
2292,1985,Graduation,Single,22327,f,Finland,92325
10466,1965,Graduation,Married,44393,f,Germany,97157
9855,1952,PhD,Single,62000,m,Austria,97002
4088,1962,PhD,Together,31497,f,France,98487
5231,1974,2n Cycle,Married,45894,m,Greece,95083
590,1970,Master,Divorced,78579,f,Finland,97515
8732,1969,Master,Widow,67369,m,Italy,95630
2315,1960,Graduation,Divorced,58401,f,Spain,92618
3515,1952,Graduation,Single,62307,m,France,96455
2245,1969,Master,Married,43641,f,GreatBritain,95934
6283,1968,Master,Divorced,63841,m,Germany,96108
2246,1965,2n Cycle,Married,46891,m,Finland,96627
6606,1969,Master,Married,70091,f,Portugal,96833
5545,1972,PhD,Married,78075,f,Hungary,96631
7342,1961,2n Cycle,Widow,59184,f,GreatBritain,95272
837,1977,Graduation,Married,54809,m,Germany,97436
9500,1959,Graduation,Married,58113,m,Italy,99473
3602,1958,Master,Married,51412,f,Hungary,92407
234,1979,Graduation,Divorced,15287,f,Portugal,96243
2995,1957,Master,Together,66636,f,GreatBritain,95706
1118,1956,Master,Married,50965,m,France,98632
7789,1965,PhD,Married,84618,f,Greece,91100
3068,1990,Graduation,Married,18351,m,Finland,94577
8955,1957,PhD,Together,40451,f,Ireland,92003
945,1965,Graduation,Together,36317,f,Spain,98667
5644,1957,Graduation,Together,42213,f,Finland,93665
7192,1955,Graduation,Together,65748,m,Ireland,96112
2324,1972,Graduation,Together,77044,m,Poland,97405
697,1969,Graduation,Together,74918,m,Denmark,91966
3439,1972,Graduation,Married,56721,m,GreatBritain,94095
1506,1975,Graduation,Single,42160,m,Italy,98595
232,1965,Graduation,Single,61559,f,Spain,90588
8876,1963,PhD,Together,33629,f,Greece,90799
4500,1991,PhD,Together,68682,m,Poland,95615
9739,1963,Graduation,Single,34377,f,Hungary,92799
10395,1986,Basic,Single,8940,f,Ireland,99600
1176,1973,Graduation,Married,26228,m,Portugal,90130
1627,1957,2n Cycle,Divorced,77297,m,Ireland,98673
938,1981,Graduation,Married,40211,f,Portugal,98380
2740,1958,PhD,Widow,33438,m,GreatBritain,95155
257,1959,PhD,Married,75032,m,Ireland,90073
4058,1955,PhD,Single,61284,m,Portugal,91149
7736,1986,Graduation,Married,22518,f,Austria,92277
8210,1975,Master,Married,54730,f,Italy,91027
833,1955,Master,Married,38452,f,Denmark,97384
6230,1971,Graduation,Divorced,44421,m,Poland,92956
7325,1986,PhD,Together,38197,m,Hungary,97601
1307,1978,Graduation,Divorced,41986,f,Germany,96900
1502,1983,Graduation,Together,28427,m,Denmark,99465
6211,1976,PhD,Together,37395,f,France,95287
843,1971,Graduation,Married,64722,f,Germany,94641
4174,1956,Master,Together,55249,f,Ireland,95721
9757,1972,Graduation,Together,84906,m,Italy,95201
6918,1989,Graduation,Married,28691,m,Denmark,91090
286,1952,Graduation,Single,44213,m,Portugal,98623
11086,1984,Basic,Single,25707,m,GreatBritain,96342
1921,1967,PhD,Married,59062,m,Austria,97583
4138,1962,Graduation,Single,76624,f,Finland,99300
7718,1947,Master,Together,66000,f,GreatBritain,91353
1291,1978,PhD,Together,27683,f,Portugal,97888
6862,1971,Graduation,Divorced,1730,m,Finland,93536
4136,1992,Basic,Single,7500,f,Finland,97043
803,1968,Graduation,Together,40521,f,Italy,92112
4298,1973,PhD,Together,20427,m,GreatBritain,92962
10833,1975,Graduation,Married,65106,m,France,91391
9606,1965,PhD,Married,69969,f,Finland,99085
8534,1952,Graduation,Married,67433,f,Austria,95408
5153,1967,PhD,Married,77766,m,Germany,90591
961,1972,Graduation,Married,74716,f,Austria,91412
5011,1963,Graduation,Divorced,68118,f,Denmark,91700
6653,1970,PhD,Married,55158,f,GreatBritain,92289
9094,1955,2n Cycle,Married,62972,f,France,91488
810,1975,Graduation,Married,74190,f,France,96768
5493,1976,Graduation,Married,39356,f,Germany,99617
2147,1969,Graduation,Together,76653,m,Germany,98817
5107,1973,PhD,Divorced,35860,f,Poland,99060
3979,1983,PhD,Divorced,90687,m,Ireland,92164
6049,1982,Master,Together,73450,f,Portugal,96135
8147,1960,Graduation,Married,31454,m,Finland,96024
1857,1952,Graduation,Single,47139,f,Spain,97053
3910,1975,Graduation,Divorced,83829,m,France,92335
5207,1963,PhD,Married,53378,m,Spain,90730
11114,1970,Graduation,Together,19656,f,Denmark,90878
5429,1948,PhD,Married,45579,m,Germany,96407
9400,1958,2n Cycle,Single,85485,m,GreatBritain,91116
1740,1944,Graduation,Married,55956,f,France,93068
7488,1963,Master,Single,64191,m,France,96933
195,1972,Graduation,Single,38808,f,Austria,95273
635,1966,Master,Married,57183,m,Finland,95033
7527,1968,Master,Divorced,23748,m,Ireland,94168
10319,1971,Graduation,Married,66303,m,GreatBritain,92673
2296,1975,Master,Married,37368,m,Germany,91720
10637,1964,Graduation,Married,40800,m,GreatBritain,94777
2931,1978,Graduation,Divorced,71847,m,Denmark,91225
907,1975,Graduation,Married,46149,m,Poland,94341
3698,1983,Graduation,Together,78687,f,Germany,98934
9516,1971,2n Cycle,Divorced,49118,f,France,93837
679,1957,PhD,Married,37633,f,Germany,94378
7384,1951,Master,Together,39767,f,Finland,95338
5043,1951,Basic,Married,26997,m,Spain,96607
5267,1970,Graduation,Divorced,33986,f,Germany,95420
339,1972,PhD,Married,57091,f,Spain,97799
2516,1969,2n Cycle,Married,46831,m,Finland,98581
9010,1972,Master,Married,83151,m,GreatBritain,93167
378,1971,Graduation,Married,52531,m,France,96898
4808,1956,Graduation,Married,15759,f,Finland,90288
5068,1971,Graduation,Single,22804,m,Germany,93576
7628,1973,2n Cycle,Married,43050,f,Spain,91921
7128,1977,PhD,Single,42997,m,Finland,95567
2811,1963,PhD,Single,48918,f,France,98680
3551,1954,Master,Together,60033,f,Italy,98094
1663,1978,PhD,Together,34043,f,Ireland,98863
5543,1966,Graduation,Together,57811,f,Portugal,94539
1577,1946,Graduation,Married,78569,m,Portugal,99523
10641,1978,Graduation,Single,7500,m,Greece,95167
5336,1971,Master,Together,157733,f,France,91563
6024,1953,Graduation,Together,94384,m,Finland,90723
1878,1985,2n Cycle,Married,23148,f,GreatBritain,93596
3099,1970,Graduation,Divorced,44267,m,Denmark,94696
6055,1979,Graduation,Married,71626,f,Austria,95222
5841,1966,Graduation,Together,60894,f,Italy,96882
3972,1976,Graduation,Together,50200,m,Hungary,91515
4394,1965,PhD,Married,81051,m,Finland,96923
5758,1982,Graduation,Married,65169,m,Germany,97077
6658,1972,Graduation,Together,59868,f,Hungary,93997
4603,1960,PhD,Married,65695,f,Spain,98025
8427,1956,Master,Single,64857,f,Denmark,96268
10260,1965,Master,Together,45143,m,Ireland,94019
7143,1955,2n Cycle,Together,74805,m,Ireland,99187
8789,1989,2n Cycle,Married,59060,f,Poland,96748
6197,1962,PhD,Single,27238,m,Austria,93899
4554,1965,Graduation,Together,47009,m,Finland,98267
4937,1973,2n Cycle,Married,46094,f,Germany,91360
1920,1972,Graduation,Married,40321,m,France,97720
8749,1984,Graduation,Together,37235,f,Finland,99184
1650,1960,Master,Married,81843,f,Denmark,92504
10377,1958,Master,Together,46692,m,Spain,93106
9206,1968,Graduation,Together,77382,m,Portugal,97120
10971,1977,Graduation,Single,37774,f,Portugal,93251
6398,1974,Basic,Married,18393,m,Portugal,97040
9212,1962,Master,Married,72828,m,Spain,95335
7937,1982,Graduation,Married,24711,f,Hungary,99477
839,1975,PhD,Married,45503,m,France,98768
4246,1982,Master,Single,6560,m,Denmark,94404
158,1945,PhD,Together,71604,f,France,93399
4832,1979,Graduation,Married,27244,m,Ireland,91471
5621,1969,Graduation,Married,48752,f,Portugal,97639
1945,1962,Graduation,Married,71434,m,Finland,91629
5147,1948,Graduation,Single,90842,f,Spain,95263
2535,1978,Master,Married,88097,f,Portugal,95314
11039,1975,Graduation,Married,51948,f,France,93708
9495,1982,Graduation,Together,71853,m,Hungary,90693
9635,1983,Master,Married,35876,m,Italy,92869
2173,1952,Graduation,Widow,40049,f,Hungary,90998
942,1982,Graduation,Single,39660,m,Poland,90934
9386,1962,Graduation,Together,50127,f,Ireland,97387
5510,1977,Master,Married,43263,m,France,99521
873,1949,Master,Married,62845,m,Germany,98676
2253,1990,Graduation,Married,18929,f,Portugal,93695
5181,1982,Basic,Single,24367,m,Portugal,94888
979,1975,Graduation,Single,33249,f,Germany,90229
10390,1959,2n Cycle,Married,26887,f,Austria,99512
4698,1983,PhD,Married,50150,f,Germany,96588
7793,1976,Graduation,Together,62061,m,Italy,93580
1745,1962,PhD,Divorced,85696,m,GreatBritain,90390
10590,1956,PhD,Together,76542,f,Denmark,93512
5080,1993,Graduation,Single,70515,f,France,96747
8369,1987,Graduation,Together,18227,f,Poland,96470
5232,1965,Graduation,Married,69139,m,GreatBritain,92761
2407,1982,Graduation,Married,69109,m,Germany,97763
3834,1962,Graduation,Single,69627,f,Austria,93881
7912,1978,Graduation,Married,38136,f,Austria,92653
7712,1946,PhD,Single,62159,m,France,99256
1065,1963,Graduation,Single,80695,f,Finland,97289
7275,1971,Master,Single,33316,f,Portugal,96042
1343,1968,Graduation,Together,58554,f,Ireland,95082
1384,1992,Basic,Married,17256,m,Finland,95271
9967,1974,Graduation,Divorced,53034,f,Greece,96875
6181,1950,2n Cycle,Together,52203,m,Denmark,92498
10507,1977,2n Cycle,Divorced,59601,f,France,97920
2674,1958,Master,Single,75154,f,Denmark,95809
2698,1976,Graduation,Single,47025,m,Spain,99005
3231,1973,Graduation,Married,37971,m,Portugal,99468
4096,1968,Master,Divorced,41335,f,Italy,92271
10476,1958,Graduation,Married,67267,f,Hungary,91658
5948,1975,Graduation,Single,57338,f,Finland,95023
9140,1960,2n Cycle,Together,50523,f,Austria,95745
10258,1965,Master,Single,35791,f,Austria,93788
5675,1960,PhD,Divorced,50611,f,Finland,93474
4743,1969,PhD,Married,56242,m,Italy,98964
8805,1960,Graduation,Single,48904,f,Spain,93059
1542,1975,Graduation,Single,56243,m,France,92240
6770,1985,Graduation,Married,21355,f,France,92924
8773,1971,Master,Together,57420,m,Germany,95983
10420,1955,Master,Divorced,46390,m,GreatBritain,95323
7514,1956,2n Cycle,Together,54342,m,Poland,92292
793,1973,Graduation,Married,20895,f,Poland,96504
10909,1948,Graduation,Married,92344,m,Greece,94335
8702,1976,2n Cycle,Together,26907,f,France,92266
4791,1980,Graduation,Together,44964,f,Germany,99043
2963,1979,Graduation,Together,75507,f,Poland,93900
8216,1972,Master,Married,53761,m,France,96293
8140,1973,Graduation,Together,22682,m,Greece,90224
10146,1972,PhD,Together,38887,m,Hungary,94156
5289,1975,2n Cycle,Single,41658,f,Italy,96802
2587,1972,PhD,Married,29791,m,Poland,93663
4405,1956,Master,Married,63915,f,Poland,97410
8663,1974,Graduation,Divorced,39996,f,France,93263
2589,1972,Graduation,Divorced,26759,m,Greece,97784
3421,1968,Master,Divorced,63841,f,Spain,98249
10490,1969,PhD,Married,51039,m,Portugal,90470
4094,1961,Graduation,Married,60544,m,Hungary,91421
9958,1972,Graduation,Married,65685,m,Germany,94089
2534,1953,Graduation,Married,37716,f,Italy,90917
4188,1957,Graduation,Single,36864,f,Hungary,95877
6613,1970,Master,Married,44511,f,Poland,91369
10827,1967,PhD,Married,36947,m,Portugal,93245
5491,1951,Master,Together,47352,f,Ireland,94735
8402,1953,Master,Married,67087,f,GreatBritain,98047
8783,1950,Graduation,Married,57045,f,Poland,95585
10010,1953,PhD,Divorced,36957,m,Hungary,99080
618,1977,PhD,Married,69389,m,Greece,99736
9121,1972,Graduation,Married,80134,f,Austria,97594
361,1969,Master,Married,43142,f,France,90062
4310,1944,Graduation,Married,80589,f,Austria,90393
2678,1990,Graduation,Single,34412,m,Portugal,95632
6376,1979,Graduation,Single,57537,m,Hungary,91553
524,1966,Basic,Together,22634,m,Denmark,90523
10341,1948,Graduation,Together,51315,m,Finland,94891
5654,1972,Graduation,Married,36026,f,Denmark,92271
4098,1973,Graduation,Married,24639,f,Denmark,91780
5824,1972,PhD,Together,34578,f,Denmark,90609
7000,1972,2n Cycle,Single,65704,m,France,92703
2561,1966,Graduation,Single,63810,f,Italy,93402
5229,1969,PhD,Together,54132,f,Ireland,92395
4086,1959,Graduation,Married,18690,f,Spain,91117
2428,1970,Graduation,Married,28164,m,Germany,99015
8254,1974,PhD,Married,34596,m,Ireland,99779
2836,1972,PhD,Married,43269,m,Denmark,93246
8418,1958,2n Cycle,Single,38741,f,Denmark,92006
1362,1972,Graduation,Single,31907,m,Portugal,92720
7152,1983,Master,Married,27100,m,Austria,90982
10033,1973,2n Cycle,Divorced,31163,m,Italy,94528
9349,1985,Graduation,Married,92533,f,Austria,93001
274,1973,Graduation,Single,34853,m,Denmark,95316
3388,1967,Graduation,Divorced,70844,f,Ireland,92870
922,1979,2n Cycle,Married,31086,f,Hungary,91369
8588,1961,Graduation,Married,60544,m,France,90544
2518,1986,2n Cycle,Together,20491,m,Denmark,94317
574,1964,Graduation,Married,42523,f,Italy,93359
3220,1983,Graduation,Married,39922,m,Poland,94005
5967,1952,Graduation,Together,33402,m,Portugal,91925
1183,1949,Master,Married,36408,m,Poland,92805
6856,1979,Graduation,Together,21645,f,Greece,96312
4530,1948,Master,Widow,78427,f,France,97434
1553,1946,Graduation,Together,82657,m,Poland,93920
4682,1958,Graduation,Married,51876,f,Germany,96682
8204,1971,2n Cycle,Married,78041,m,Austria,97683
5221,1957,Graduation,Married,52852,f,Italy,90529
1232,1982,PhD,Together,70038,m,Poland,99290
1927,1973,2n Cycle,Together,69401,f,Poland,93447
5788,1972,Graduation,Together,46053,m,Poland,98313
6652,1965,Graduation,Married,77343,f,Hungary,99198
6246,1953,Graduation,Single,73892,m,Finland,95746
5975,1967,PhD,Single,40304,f,Austria,92761
6875,1965,PhD,Together,32727,m,Italy,97089
4399,1969,Graduation,Together,68695,f,Ireland,96274
4042,1971,Graduation,Divorced,43300,m,Austria,94870
2157,1972,Graduation,Together,26290,f,Finland,90470
10133,1970,Graduation,Single,93790,f,Finland,99206
2525,1974,PhD,Married,38410,m,GreatBritain,97160
8233,1950,Master,Widow,64866,f,GreatBritain,99792
9483,1959,Graduation,Together,57957,m,Germany,98531
2945,1955,PhD,Together,46015,m,France,90999
10403,1978,Graduation,Together,16531,m,Italy,97873
5074,1986,Master,Married,28072,m,GreatBritain,93631
10524,1963,Master,Divorced,49476,m,Portugal,94906
4690,1953,Graduation,Married,50725,f,France,93515
7521,1952,Graduation,Together,83844,m,Hungary,91702
7196,1950,PhD,Married,41145,m,Spain,94635
4406,1970,Graduation,Together,67419,m,Poland,93344
9672,1970,2n Cycle,Married,23162,m,Portugal,97222
4864,1977,Graduation,Married,34380,f,Denmark,96607
4706,1966,Graduation,Single,34704,m,Austria,95703
4070,1969,PhD,Married,94871,f,France,91718
25,1958,Graduation,Married,65148,m,Ireland,97988
3697,1954,Graduation,Together,39898,f,Ireland,97619
217,1956,Master,Single,64857,m,Portugal,91903
4220,1970,PhD,Married,59892,m,Portugal,93531
5286,1987,Master,Single,41020,f,Denmark,91388
9559,1961,PhD,Married,57072,m,Portugal,92472
2849,1979,Graduation,Single,60474,m,Hungary,90032
7787,1960,Graduation,Together,62807,f,Portugal,92382
3102,1981,2n Cycle,Together,19414,f,Germany,92626
5868,1980,Graduation,Married,19107,m,Ireland,97245
8370,1976,2n Cycle,Together,75484,m,Italy,99703
9988,1976,Master,Single,70379,f,Austria,96938
2939,1970,Master,Together,79419,f,Finland,96719
5529,1946,PhD,Together,64014,m,Spain,99095
9743,1955,Graduation,Married,76998,f,Hungary,91853
5763,1972,Master,Together,49854,m,Spain,90504
3478,1971,PhD,Married,60585,m,Germany,92592
7494,1950,PhD,Divorced,42873,m,GreatBritain,95083
1763,1988,Graduation,Together,87679,m,Spain,98574
7250,1978,Graduation,Together,57867,f,GreatBritain,99742
2005,1990,Graduation,Married,35765,m,Portugal,94958
10770,1959,Graduation,Married,65492,f,Poland,98343
6885,1977,Graduation,Divorced,32952,m,Portugal,91271
2072,1969,PhD,Together,53374,m,GreatBritain,94653
9463,1959,Graduation,Together,71706,m,Italy,99983
6318,1988,Graduation,Married,68487,m,Austria,91039
4093,1975,Master,Together,53253,m,Finland,91311
5751,1973,2n Cycle,Divorced,31163,m,Ireland,99161
3340,1977,Graduation,Married,42014,m,Denmark,99059
3594,1973,Master,Married,54108,m,Italy,91556
3584,1955,PhD,Single,49667,f,Austria,97714
3643,1974,Master,Married,63206,f,Denmark,96795
851,1972,Master,Married,57136,f,Finland,94547
7706,1975,2n Cycle,Together,46772,m,France,99352
3967,1971,PhD,Married,78931,m,GreatBritain,97904
10128,1958,Graduation,Together,53977,m,Ireland,94167
486,1988,Graduation,Married,84219,m,Spain,95395
9,1975,Master,Single,46098,m,Austria,91730
9451,1965,Graduation,Married,73538,m,France,97746
9264,1986,Graduation,Married,79529,f,Denmark,95512
3865,1977,2n Cycle,Together,20981,f,Italy,90923
2853,1980,Graduation,Single,51766,f,Austria,91329
1490,1962,Graduation,Married,55759,m,Poland,93729
6310,1978,Graduation,Married,33039,m,GreatBritain,93432
10380,1972,Master,Married,37787,f,Spain,99892
3887,1970,Graduation,Single,27242,m,Spain,92223
4278,1983,PhD,Single,87188,f,Poland,98382
8643,1971,Graduation,Together,69930,m,France,90100
1998,1976,Graduation,Single,37697,f,Greece,99301
10795,1973,PhD,Married,37401,f,Germany,99667
11110,1973,Graduation,Single,3502,m,Hungary,94640
2408,1976,Graduation,Married,58597,m,France,97525
202,1948,PhD,Widow,82032,f,Finland,96604
7998,1958,Graduation,Together,28087,m,Spain,98027
830,1987,PhD,Single,74004,f,Denmark,93611
3536,1960,Graduation,Together,19740,f,Hungary,93962
6050,1975,2n Cycle,Married,57036,f,GreatBritain,90892
125,1958,2n Cycle,Together,53083,m,Denmark,99173
3463,1975,PhD,Married,69283,m,GreatBritain,91105
2804,1975,Master,Single,46098,f,GreatBritain,95479
3745,1988,2n Cycle,Married,23331,m,GreatBritain,92265
9771,1988,2n Cycle,Single,23331,m,France,98460
451,1989,Graduation,Single,9255,f,Poland,92876
10530,1959,PhD,Widow,67786,m,Finland,92164
1079,1971,PhD,Married,71969,f,Greece,96216
8920,1967,Master,Single,59235,f,Portugal,98303
6678,1989,Graduation,Together,31928,f,France,98515
3852,1961,Master,Together,74881,m,Hungary,92295
528,1978,Graduation,Married,65819,f,Hungary,97946
73,1953,PhD,Single,51411,m,Ireland,92691
5589,1964,Graduation,Divorced,51983,f,GreatBritain,97175
10212,1986,Master,Together,42386,f,Hungary,92781
6365,1987,2n Cycle,Married,30390,m,Ireland,96233
5636,1963,Graduation,Single,30983,m,Germany,94721
591,1957,Graduation,Widow,66033,m,France,99934
2217,1975,2n Cycle,Married,37284,m,Finland,92767
2544,1951,Master,Divorced,57530,f,Poland,95678
7725,1965,2n Cycle,Married,76800,m,France,95838
8091,1956,Graduation,Married,63943,f,France,91772
7321,1962,Graduation,Together,76081,f,France,93318
5462,1974,Graduation,Married,67445,m,Finland,90197
7791,1967,Master,Married,37054,m,Germany,90425
955,1962,Master,Together,47175,f,Poland,96910
4037,1976,Graduation,Divorced,31859,m,Finland,98924
6642,1961,Graduation,Divorced,27215,f,Ireland,97515
2793,1976,PhD,Divorced,70179,m,Hungary,99262
5424,1983,Graduation,Married,39922,f,Ireland,90743
879,1976,Master,Married,49681,f,Ireland,98496
9530,1988,Graduation,Married,24645,m,GreatBritain,97339
4828,1954,Graduation,Divorced,79865,m,Hungary,98137
10699,1985,Graduation,Married,44322,m,Greece,95306
1497,1952,Graduation,Single,47958,f,Spain,98345
7476,1964,Master,Single,63972,m,Denmark,96653
4390,1954,Graduation,Together,75315,f,Ireland,91047
10478,1950,PhD,Married,55517,f,Ireland,90958
1081,1957,PhD,Married,75283,m,Spain,94636
4261,1946,PhD,Single,82800,m,Hungary,97222
9916,1954,Graduation,Married,38998,m,Denmark,90408
5350,1991,Master,Single,90638,f,Greece,99143
8135,1986,Master,Married,27161,m,Greece,95573
8685,1977,Graduation,Married,42014,f,Hungary,99378
4967,1960,PhD,Together,38201,f,Germany,92512
2130,1982,Graduation,Together,45203,m,Italy,94698
9298,1947,PhD,Together,81574,f,France,99369
8175,1992,Graduation,Married,34935,m,Hungary,93603
6257,1976,Master,Single,60482,m,Poland,92249
3790,1956,Graduation,Together,34633,f,Finland,97364
9952,1947,Master,Together,78093,f,Spain,94516
3503,1950,Graduation,Divorced,82460,m,Portugal,93887
5223,1966,Master,Together,45903,f,Finland,97083
4608,1987,Graduation,Divorced,81361,m,Spain,97639
1626,1973,PhD,Divorced,35860,m,Germany,98668
4764,1952,Master,Together,40442,m,Denmark,98315
2471,1965,Graduation,Married,61482,f,Poland,91171
5892,1980,Graduation,Married,34968,f,Greece,96834
2612,1987,Graduation,Married,75794,m,France,95948
4971,1962,PhD,Together,31497,m,Germany,94048
5185,1955,Graduation,Married,74268,m,Germany,92587
10069,1988,Basic,Together,13724,f,Finland,94778
2262,1965,Master,Together,45143,m,Italy,91702
1131,1967,PhD,Single,52569,m,Portugal,94674
1041,1973,PhD,Single,48432,f,Greece,93374
24,1960,Master,Together,17144,m,Hungary,91605
3409,1984,Graduation,Single,36108,f,Spain,95207
7022,1971,Graduation,Married,76445,f,GreatBritain,93307
7943,1975,PhD,Married,36663,m,Germany,91850
5272,1965,Master,Married,53843,f,Ireland,92414
5453,1956,Master,Married,90226,m,Hungary,93412
2565,1955,Master,Divorced,70638,m,Ireland,98726
800,1960,Graduation,Together,44512,f,Ireland,94746
11092,1961,Graduation,Married,27116,m,Greece,99272
5062,1963,PhD,Married,54072,f,France,92179
8969,1977,Graduation,Married,71855,m,Greece,91775
4656,1990,2n Cycle,Single,51250,m,Ireland,93270
4480,1973,Master,Married,60432,m,Greece,95444
9971,1964,PhD,Married,65526,f,Poland,96340
6729,1988,Graduation,Single,68655,m,Germany,97081
1773,1978,2n Cycle,Married,12393,m,Greece,99895
9242,1990,Graduation,Single,64509,f,Austria,96495
1764,1975,Graduation,Single,33955,m,Austria,98958
6215,1977,Graduation,Married,31353,m,Denmark,91276
10099,1984,Graduation,Married,55434,m,Austria,93500
5423,1983,Graduation,Together,28359,m,Denmark,91315
940,1987,Graduation,Single,57100,m,Greece,98354
